Subscription_ID,Campaign_ID,CPF,Subscription_Date,Subscription_Value
4971,2,06401618353,2023-01-14,50
3616,11,00898026921,2023-08-19,120
8129,11,63998307971,2023-07-01,120
4802,3,42693666994,2024-07-31,70
5132,10,74966247853,2024-01-31,70
5761,6,49043583378,2024-08-07,50
5524,12,17969195907,2023-02-24,50
4593,13,09866029858,2024-03-07,60
6773,5,63181794861,2023-08-15,90
9690,1,82712437922,2023-11-12,50
9278,2,04161263208,2024-05-04,70
5723,9,69826479189,2023-09-08,120
3889,9,00500186688,2023-04-28,120
6548,9,15971770319,2023-12-24,100
7341,2,38128315548,2024-10-10,100
4861,5,81217972420,2024-08-24,100
8513,9,06411295224,2024-08-03,50
5817,10,74863505370,2024-06-06,100
4784,3,74603042946,2023-01-08,70
5291,14,68680013846,2023-10-26,70
3137,8,37892455236,2024-08-05,60
8659,13,47603962972,2023-01-31,90
8986,11,05700043445,2023-03-18,70
6673,5,68921972070,2024-01-07,60
4477,5,75996047520,2023-03-19,80
5681,4,43777167540,2024-06-20,80
7749,8,91036509092,2023-03-27,70
9518,9,40585012054,2024-02-14,90
7170,1,65718402005,2024-05-24,90
3705,7,38604325325,2023-02-12,100
6913,7,15343029803,2023-04-02,80
9157,9,64303559038,2024-08-08,100
6225,3,86818781032,2024-07-15,100
